valor_transacao,tempo_transacao,num_transacoes_mes,origem_internacional,cartao_virtual,fraude
512.3992027884879,38551.89837554379,20,0,0,0
8181.853080165632,69852.44577483097,20,0,0,0
2458.24134775243,49671.73799362856,35,0,0,0
762.2003505021331,15498.045153505056,19,0,0,0
5957.884531879484,10545.815069211341,2,0,1,0
1812.5629636225428,21583.870125775222,16,0,0,0
2167.5900792657367,53457.40086775374,41,0,0,0
5121.900835836165,76911.32926166205,13,0,0,0
505.1791838702329,16569.32852790873,17,0,1,0
2568.1072595366113,20218.53766461127,41,0,0,0
2545.264458894293,42811.99383244536,45,0,0,0
3581.781314476945,84344.45202059035,16,0,1,0
5040.671385268524,28320.758512487417,21,0,0,0
1520.0918610905264,46050.68289319496,27,0,0,0
5807.70623311116,55395.26168033528,11,0,0,0
1893.7808821899082,36041.51584349775,24,0,0,0
3312.7591412092224,27943.36295429806,30,0,0,0
3924.6139634633482,69579.46033499205,32,0,0,0
4223.81663701957,74617.79856865553,23,0,0,0
4059.4621942474378,58078.87888276751,32,0,0,0
5842.30937225388,55754.18387084197,32,0,0,1
9916.622766055656,52340.904430112445,43,0,0,1
1345.9114091792612,5515.428458063274,31,0,0,0
5070.853573454203,49800.884512236116,42,0,0,1
8089.276391201246,63471.928727947314,48,0,1,1
9647.232165132487,49317.29277539554,42,0,0,1
7942.177449771357,33814.18710121619,21,0,0,0
1786.9405243070998,58327.697111039284,16,0,0,0
867.8213406182451,6302.824572450854,19,0,0,0
8244.999733645642,4486.746887140539,30,0,0,0
2607.1797652639348,32318.36938321231,11,0,0,0
9290.17701667443,45439.912465576796,24,0,1,0
9665.98499067022,32457.539510527527,42,0,0,1
1895.86401365728,55781.64119824238,15,0,0,0
9642.265685467799,83232.96263873194,36,0,0,1
6489.499491633832,55194.85166159285,36,0,0,1
2386.9132107544224,37900.60850002137,11,0,0,0
8013.438479199066,40093.85318546718,41,0,0,1
7660.892440382753,39142.45511332505,25,0,0,0
2111.97577678704,50013.22577224478,27,1,0,1
956.0316219190897,3615.405566553364,40,0,0,0
6950.822096536288,75394.67117119324,41,0,0,1
4382.078326339842,62078.541688175304,31,0,1,0
5786.65764444542,11505.189928918751,25,0,0,0
7164.620927739816,22714.764637871427,26,0,0,0
3523.881715046725,64299.22954481814,25,0,0,0
3089.5361595502436,7463.205457882064,21,0,0,0
677.7076939629635,43998.72816735788,11,0,0,0
4188.292518614662,15839.187834754443,33,0,0,0
2304.3705899765764,13774.676915338456,17,0,0,0
3061.9036849202876,54115.31122815993,31,0,0,0
4041.324782723578,41387.91183411529,33,0,0,0
9391.705238078293,62755.12657673681,3,0,0,0
1807.7839397234409,16847.801744864908,20,0,0,0
1945.2264514762594,3796.4508943655233,14,0,0,0
4561.956669643057,76048.98532948729,24,0,0,0
9170.139521887373,80412.84173936561,40,0,0,1
1082.496048015213,19517.07407004945,6,1,0,1
3876.9955955302476,42813.12167716126,43,1,0,1
799.2209372744315,70929.11999287357,47,0,0,0
3986.1173286770127,85266.26935449324,25,0,0,0
8758.94872470668,4071.9620833500044,9,0,0,0
3321.3572174578226,34092.71559841602,49,0,0,0
6560.105598846381,23380.68934084225,9,0,0,0
9387.92126185637,13137.129101118126,43,0,0,1
1735.103991282802,39084.654762272025,1,0,0,0
6113.413168905857,48864.65052123993,37,0,1,1
638.499469165183,6841.197858650166,33,0,0,0
1246.916640792223,54486.55148392963,19,0,0,0
4151.720055992834,60927.4233220822,42,0,0,0
1489.5162795242727,13601.174011807001,23,0,0,0
8859.569382041993,41852.608906476555,33,0,0,1
5901.476772281595,24280.05750269778,43,0,0,1
6828.765689532939,26531.695035069522,9,0,0,0
1008.1408205385356,3311.0025984768126,28,0,0,0
8934.198984143377,63237.88854171639,39,0,0,1
3665.482275408282,33702.66014153614,9,0,0,0
8496.247142485596,8433.538541503287,33,0,0,1
7056.886727176336,83506.32569553287,9,0,0,0
13.90380451635543,76070.90957607185,30,0,0,0
6054.174753641113,34406.68039510717,13,0,1,0
214.6318507304458,49791.10501079579,47,0,0,0
4141.630097925415,22869.86577119829,41,0,0,0
492.1211166683254,14265.08502192537,43,0,0,0
9922.62790803884,58491.247755386314,41,1,1,1
469.91857156371714,79099.54800255525,3,0,0,0
1418.2569578227187,21439.610750970245,11,0,0,0
2520.532405879564,76507.58429172913,3,0,0,0
3294.2585223907354,7580.16380634066,2,0,1,0
7449.0873297181615,34866.42305373959,15,0,0,0
1924.4026400070627,82201.82835902272,6,0,0,0
8517.256835400296,28847.702562361905,32,0,0,1
4780.904972997002,11071.316486354915,9,0,0,0
9902.599166582984,72731.35042611398,13,0,1,0
3475.248299558155,186.7072110281363,18,0,1,0
5368.399513754756,22618.92539407095,8,0,0,0
2208.6985346491506,16526.2236939758,26,0,1,0
6450.447974468613,58545.948297241885,48,0,0,1
6422.183799248147,1846.0683300303324,29,0,0,0
7970.997979684953,47044.444458650505,22,0,0,0
5699.105399416484,29726.720306616247,24,0,0,0
3400.8005872973827,59991.484183171844,22,0,0,0
9867.922876509525,19226.194901890423,19,0,0,0
5898.50888338088,72405.78358557289,36,0,0,1
8502.366885457634,3492.264262063121,46,0,1,1
3163.862422707478,44480.273848746125,4,0,0,0
8125.288168381617,24243.289340030213,38,0,0,1
2844.0891820597835,21424.74845709738,25,1,0,1
6613.155864983327,68874.66411834757,20,0,0,0
1150.6558929836817,70462.80411953492,46,0,0,0
9801.60793967184,40607.41291541876,25,0,0,0
8010.361034732092,27717.24079510252,38,0,0,1
9290.195835696277,31195.68245961942,41,0,1,1
7344.320385807535,40296.87136537865,42,0,1,1
3146.6611151414695,44308.115985656914,35,0,0,0
9985.590712915955,7386.514822488202,48,0,0,1
5163.9097307199645,76911.99071489977,31,0,0,1
3454.1113627335285,44162.74193580482,44,0,0,0
8110.599473633006,17024.942609753394,15,0,0,0
2866.043373897361,12524.25942203461,38,0,0,0
2010.625144216451,28762.08635963305,20,0,0,0
3141.9527235377113,78115.0511397883,13,0,0,0
4004.8579628302937,74591.64100879549,40,0,0,0
6519.602879830446,39283.41261259658,13,0,0,0
304.2817534869445,65230.444111376164,11,0,1,0
1879.2297675957827,78797.91134490947,14,0,0,0
1829.2337643904525,982.5214344715338,26,0,0,0
6770.212197436805,84792.92824650604,10,0,0,0
5313.991319084855,44110.66385093396,32,0,0,1
1752.980876844939,38680.605677995096,28,0,0,0
4586.1844888508895,1524.7607672767288,49,0,0,0
7870.088698299661,31957.230912411887,17,0,0,0
373.6588203701741,4798.818937852267,47,0,0,0
1083.4775617286198,64801.28224202504,45,0,0,0
2917.0287011327105,36784.51614845726,35,0,0,0
8529.227785354498,14336.854697550642,43,0,0,1
6835.147790229725,77681.18451798892,48,1,0,1
121.64242732840427,42256.50121094477,1,0,0,0
7757.5373264043,76134.32439991072,20,0,0,0
8148.688515875105,66143.78988038114,8,0,0,0
9588.056843781096,33783.12439647858,5,0,1,0
9443.916233225938,66763.31376786125,40,0,0,1
7487.4971471516965,32360.901444812876,35,0,0,1
8848.678830144618,928.1223249018026,2,0,1,0
2829.444439451137,10389.641311628,8,0,0,0
9922.408552480198,30210.64198962584,5,0,0,0
5992.459651378912,21434.137200120596,23,0,1,0
2284.1058683588335,74881.71260749616,23,1,0,1
8037.885031753337,76004.81674039067,9,0,1,0
464.144887540869,62822.23034490556,5,0,0,0
6268.1872095716735,14154.84363441967,41,0,0,1
9830.74410468861,4677.39536191987,25,0,0,0
3627.4187042618596,58363.04146826738,40,0,0,0
6088.767655839017,64427.735266384356,26,0,0,0
7641.499826168152,16941.00013603487,19,0,0,0
5099.516925677244,64469.97033059339,31,0,0,1
9359.450320520138,16934.387291374416,31,0,1,1
2109.9640890726287,33631.746155223525,10,0,0,0
9061.031103873871,31449.367253997127,46,0,0,1
9499.063167133894,45796.31844883911,20,0,0,0
8971.91860850218,5065.952963246563,30,0,0,0
4773.873474979918,43104.036296025464,33,0,0,0
7315.099268013446,60883.48363518606,11,0,0,0
933.6454171553227,80019.25252837317,16,0,1,0
4402.511773433155,57570.60168474657,37,0,0,0
1516.2997649986944,30745.010567801695,27,0,0,0
1050.0567046155577,53280.69889015736,12,0,0,0
5961.609612468067,43335.52854360627,11,0,0,0
4985.982639919321,27663.86744667015,3,0,1,0
6640.964141490093,49958.02283045439,18,1,0,1
2396.6635564835783,40165.141301424,1,0,1,0
2167.9480996401408,49739.07051067338,15,0,0,0
1418.2204016681585,49149.46885697641,14,0,0,0
4565.600737770457,982.4048912619965,10,0,0,0
892.012428787315,71511.5354854086,11,0,0,0
6676.238343966621,24589.681914158737,17,0,0,0
8029.831240169527,64646.501339263916,43,0,1,1
3392.435259927352,34134.966982878694,31,0,1,0
963.2806307208887,56314.97386654038,34,0,0,0
8283.807401386246,84812.88263892615,14,0,0,0
5133.84562986683,58137.684642381064,34,0,0,1
4908.0149052397655,10551.120936530917,18,0,0,0
5964.836000207174,69283.92968688956,41,0,0,1
4656.580648215183,54538.32313459011,7,0,0,0
8987.945133089432,84995.102365507,15,0,0,0
8112.739984680734,13070.420047185253,46,0,1,1
9287.193368144568,78867.69533051981,21,0,0,0
4625.523023018076,9999.790830010441,46,1,0,1
6074.599204461766,53307.847541032905,29,0,1,0
191.8805647583827,60697.54731702884,41,0,0,0
4920.023944346582,38981.88848932177,46,0,0,0
7448.592375626483,28094.089123937734,20,0,0,0
9215.19381317484,70438.90266092915,11,0,0,0
1205.9033828188428,37896.673517183415,27,0,0,0
5357.814723614329,11377.633840090546,22,0,0,0
2768.123639290892,72303.72843718412,21,0,0,0
7752.592356777196,5471.103539417473,17,0,0,0
2972.4570666673553,49735.559765943326,12,0,0,0
7037.902291035726,58324.35316141714,37,0,1,1
7891.309408428195,10632.895103693902,20,0,1,0
3454.31366960139,84609.32095107519,10,0,0,0
5428.63769399235,30750.814279651884,25,0,0,0
9434.258710921094,38920.755457795334,32,0,1,1
7902.838763413159,8825.95276151256,28,0,0,0
6379.782285649204,22330.51597411091,29,0,1,0
991.1488996308619,43561.598949138206,44,0,0,0
2620.6305729801584,35415.278427572695,1,0,0,0
5591.1221417721,10593.919004737973,11,0,0,0
2666.37507334278,81983.16322469548,4,0,0,0
4855.5740845266,78485.21394841312,28,0,0,0
7474.15933715324,31246.144937918074,16,0,0,0
486.92621248171855,55533.61477795955,35,0,0,0
9574.546393189297,55009.29349242508,30,1,0,1
7524.148866557355,8872.516493504829,11,0,0,0
9320.175658422233,45117.33054588825,26,0,0,0
7224.985287877745,17147.461015331563,40,0,0,1
6334.195522737381,72717.46334002074,45,0,0,1
7316.499718481121,36690.91454181648,36,0,0,1
9235.468528783775,23591.521791195988,36,0,0,1
2660.2342742217133,44049.33259612281,35,0,0,0
7252.624053898817,80942.54663960342,30,0,0,0
8005.271930190709,36938.3619671953,19,0,0,0
573.4612616027424,47832.623787443015,47,0,0,0
22.385586894735564,57523.967825824635,5,0,0,0
4615.031507937578,13354.92737562269,39,0,1,0
5218.44437150919,1761.5793721394452,8,0,0,0
6589.499638740458,60705.05977144955,32,0,0,1
8308.629318923578,67580.09167374442,9,0,0,0
2974.64444758083,4859.643332096678,16,0,0,0
9349.925911657034,76522.96285388975,17,0,0,0
6288.466290365384,64763.82186883958,3,0,0,0
5580.335073837464,85495.73166693111,38,0,0,1
1210.901209715807,59574.596887382526,38,0,0,0
8492.546268405631,72971.52046802646,15,0,0,0
830.7719313778643,31198.046579354235,3,0,0,0
906.2019723320218,1910.3119960660588,35,0,0,0
6228.095560395222,38921.992212356665,36,0,0,1
4946.880105371914,82819.27239004773,33,0,0,0
8240.7489038319,52604.35188250816,49,0,0,1
1140.6070039055066,77401.53011115146,30,0,0,0
5570.39516808884,25008.276299916604,32,0,0,1
2835.0963695241658,13628.630801162528,31,0,0,0
6419.499553888825,53251.5813679203,27,0,0,0
6448.9300632685445,1955.2223057180213,15,0,0,0
8704.694340517784,49779.28260462444,12,0,1,0
7824.281441911597,70762.04407167947,10,0,0,0
1477.9021241717764,45164.2137771968,20,0,0,0
382.4463432346594,79595.88838310831,21,0,0,0
5140.2752352734,42579.315998602746,18,0,0,0
1188.144744916872,8699.996415498694,16,0,1,0
6187.927872381173,40594.855560257565,1,0,0,0
3701.7911543873856,18110.66909698137,37,0,0,0
1860.3151596373746,45723.4175860302,28,0,0,0
1500.9251465823943,29267.921977107635,15,0,0,0
634.4291102996791,67861.61465254653,22,0,0,0
2057.301368212697,37032.45883791299,44,0,0,0
2720.6097501108334,18691.712655431304,25,0,0,0
7227.435061414749,29359.442843231547,19,0,1,0
6046.075098062094,111.55717528207987,40,0,1,1
3252.5414078387607,63401.02724504327,37,0,0,0
5932.741609599364,81556.73093899594,23,0,0,0
3905.3755963281646,17132.204084051376,32,0,0,0
1272.8155732578284,24832.94964266681,22,0,1,0
3380.549118950573,68176.95336163779,13,0,0,0
1656.3324995051014,33990.12268726331,28,0,0,0
1962.3227418290107,32306.307820151953,29,0,0,0
2933.367912229948,15406.427266011398,38,1,0,1
2884.5371555203164,41384.152422446816,3,0,0,0
3296.745737692992,73938.12982904729,29,0,0,0
5942.154989212562,58577.042404671374,14,0,0,0
6456.152082915141,58905.583626572545,10,0,0,0
1215.4088524813883,45764.297255557285,3,0,0,0
7389.398776981145,18421.470558187564,38,0,1,1
8293.778910455258,20985.158540968656,17,0,0,0
9479.14805763653,84531.22544774655,34,0,0,1
7112.17287586923,35850.95383512179,15,0,1,0
7520.376758666505,65608.16352513952,40,0,0,1
126.30253147475034,60638.75057639055,25,0,0,0
9131.122053922434,43528.72450819644,4,0,0,0
4750.297959838276,26731.081790661312,46,0,0,0
213.30713352733108,38098.683808546906,33,0,0,0
5167.4640866191,82765.39649887018,3,0,0,0
9614.512342693648,5701.416710972182,45,0,0,1
5657.147916408326,69118.60799335115,32,0,0,1
8437.69638057018,16991.35849710132,45,0,0,1
4477.7360587404655,16268.759588347448,38,0,0,0
5776.5282690551185,39642.11977999065,33,0,1,1
692.995719278496,51676.48170576378,9,0,0,0
1599.9542473703304,80991.17749083672,45,0,1,0
4860.434265888317,77352.27627403045,11,0,1,0
668.6213126775892,8042.05405745286,42,0,1,0
4579.560946660789,55116.143962523245,11,0,1,0
5269.472091320465,20642.2714978658,31,1,0,1
4252.96863911645,7250.507084609558,19,0,0,0
3322.7464259958806,31125.229899775935,34,0,0,0
2374.941496023833,43352.77800370941,5,0,0,0
9641.430408142201,5228.817904387823,36,0,0,1
4566.996563401179,32966.399326710765,48,0,0,0
3080.950965383822,10599.041593884196,13,0,1,0
7065.544401860165,78033.87903001385,48,0,0,1
6768.79691947092,39169.77425877827,42,0,1,1
145.77014914126948,35086.472998866,19,0,0,0
539.7985853453166,74378.36010708116,21,0,0,0
3365.483774980113,51173.99323353158,32,0,0,0
5491.471593416694,8446.771434204744,3,0,0,0
2782.2342234505545,54639.75059547109,44,0,0,0
3744.5541362768113,25773.364874153558,1,0,0,0
8079.494202053126,46289.53861580461,17,0,1,0
9499.046767247275,19077.91426513907,9,0,0,0
2674.8859597848855,71097.39687971157,5,0,1,0
3259.922309998633,1370.7125547164885,12,0,0,0
3681.6955529049374,53680.67985230235,11,0,0,0
7612.879816841584,31079.226353730784,4,0,0,0
6527.9508886947,53496.756289085555,28,0,1,0
5219.479893056327,43423.73279431071,16,0,0,0
2793.335420205773,57989.91789005663,8,0,0,0
7408.739784102609,85676.12205498863,39,0,0,1
4314.223320867503,63473.345806676865,9,0,1,0
7780.0376888963465,55532.76970518933,14,1,0,1
7352.458350231223,70049.0979084858,36,0,0,1
2247.767983378725,38666.407417299386,33,0,0,0
5613.337052207505,12584.971723818995,33,0,0,1
7313.530468764231,8569.971179238959,28,1,0,1
454.8189528825804,73200.71279827591,29,0,0,0
2371.3215112848775,55017.23793901736,2,0,1,0
2780.9167673523953,72752.76141594072,12,0,0,0
9831.54080018517,53474.35657547414,44,0,1,1
7239.180904194072,13448.670848672442,4,0,0,0
8683.282307182164,19337.188466698688,24,0,0,0
6938.980101205393,27045.47948408343,20,0,0,0
3990.3519532038617,59973.12229368311,34,0,0,0
4390.85341843797,48016.187982096555,43,0,0,0
4793.546030847617,459.8331330307513,41,0,0,0
5634.804855887197,21431.788993783466,38,0,0,1
9206.97726852554,58058.82909499489,31,0,0,1
2791.1965112783546,41929.90297019913,38,0,0,0
10.39338001931844,50007.047332539376,19,0,0,0
2463.5112146997567,8849.271995940688,38,0,0,0
8115.910306264911,52645.28497127281,22,0,0,0
3339.1115400665726,18542.459469298647,33,0,1,0
3261.535682371938,39225.78063524562,12,0,0,0
8478.744928735463,61609.78654765146,41,1,1,1
741.1725483027989,59770.149261954015,26,0,0,0
456.12280755879385,45652.861108525,23,0,1,0
1022.8866062755976,70052.22656582836,22,0,0,0
2294.412391912839,69639.95971332009,21,0,0,0
8727.261459992022,68680.29611028175,20,0,0,0
5458.985727237866,13492.56951074656,23,1,0,1
6729.618982346973,35043.982422152934,35,0,0,1
6352.266291344322,3253.3604570831067,19,0,0,0
9921.576864734563,3451.9163148753837,49,1,0,1
5734.80599480597,44568.872619856644,3,0,1,0
4735.6030921241145,40159.33889776712,16,0,0,0
3869.9868703942666,65884.56600919209,48,0,0,0
6200.798491491241,52908.199701913305,24,0,0,0
6557.600824981957,25892.531332280916,38,0,0,1
5453.413101790895,80315.53785098773,1,0,0,0
3732.683503273529,80246.17904690576,22,0,0,0
7914.383665554792,20076.675656523752,14,0,1,0
3667.2824802879495,18257.56728231833,13,0,1,0
192.0737052538062,67658.52215891086,1,0,0,0
2068.414819901326,44822.05696728255,45,0,0,0
2156.5938166885594,64484.104226460004,23,0,0,0
5345.579468157101,3981.5581569096535,23,0,0,0
8149.741719757899,76474.42435519057,43,0,0,1
1035.8950332630898,65620.7330146433,3,0,0,0
5611.372208208023,36763.979887562746,16,0,0,0
5361.211225235323,44965.78611409546,29,0,0,0
6925.565154391833,33798.85465958509,43,0,1,1
2383.273376490894,52394.929248145054,29,0,1,0
7153.103310828759,39603.363697427936,8,0,0,0
6878.264722630395,39451.79999257654,25,1,0,1
9136.537344234408,59614.302106595,42,0,0,1
6400.811163666249,77793.82859399635,32,0,0,1
8279.441869005794,23246.75344263342,33,0,1,1
1309.5016749722085,2574.61038061269,40,0,0,0
7222.154340675789,18250.8003914021,21,0,0,0
4822.03121298993,399.2712330780055,16,0,1,0
7651.540742121482,31991.832629067132,8,0,0,0
7185.819994889701,36301.24793815538,42,0,0,1
506.41442256954366,68911.03207977851,9,0,0,0
904.8234150666804,9591.578363624192,34,0,0,0
6885.89424847628,19735.85304867118,9,0,0,0
9254.428376309714,19705.132940603133,49,0,0,1
3287.340572410994,74593.11447013495,17,0,0,0
6300.025791567776,39856.83241030181,1,0,0,0
7685.349344926355,69706.07686368084,14,0,0,0
4311.229464122907,10760.724870723541,39,0,0,0
2830.9240106248963,69098.9206024087,46,0,0,0
5074.452961153194,2417.9147785652785,10,0,0,0
2133.157350052092,14919.519683536659,13,0,0,0
4286.506413705655,51042.11374406153,20,0,0,0
3364.7049952923107,56861.06353295713,12,0,0,0
6899.084681675686,62242.9520301744,23,1,0,1
9372.76244687717,70594.2973346011,24,0,0,0
8472.452930175874,21852.000062110288,33,0,0,1
68.75247314629046,70694.364527477,48,0,0,0
3900.943922766304,7275.9202474593985,39,0,1,0
3857.36130459791,17534.656736377725,22,0,0,0
1622.9223996130886,75716.10950081414,19,0,0,0
1916.0821064316299,43248.71036506846,19,0,1,0
4495.178697664171,21385.315030679496,49,0,0,0
1169.0050595175621,86033.4684006775,8,0,0,0
8895.47196912909,46555.84840806545,39,0,0,1
257.93737195313616,51747.87071496702,44,0,0,0
336.1997037212318,42223.0071152658,17,0,0,0
8894.67974664782,15315.329229207735,1,0,0,0
5012.006334650166,51010.88049623882,5,0,0,0
4367.280040507715,47903.15785130301,44,0,0,0
6228.468527734965,66148.6787573624,42,0,0,1
5004.76581415198,80135.47938651322,13,0,1,0
4255.162162541858,85963.62212051502,46,1,0,1
1813.5742667524592,765.6441299452904,25,0,0,0
6172.908459973254,41687.21269795145,43,0,1,1
1730.4153804296584,75759.62486214633,43,0,0,0
3532.2133865463893,62562.316994305686,28,0,1,0
3014.954489535545,45770.19424350606,35,0,1,0
8243.1237604724,82027.70954484957,45,0,0,1
1063.7998328936428,85522.3410946049,15,0,1,0
6882.238048925095,6734.070329969782,5,0,0,0
1189.3103339062072,28575.76854762164,20,0,0,0
3778.784387251297,6818.214637718185,42,0,1,0
9331.583945456701,43559.81016311467,12,0,0,0
8457.239214347483,40219.02397529431,10,0,1,0
6104.124494600497,5958.292941468076,36,1,0,1
9637.702718042912,58366.58359578028,22,0,0,0
6006.40507019381,49588.33494216113,41,0,0,1
5451.921553157304,31228.91703183618,44,0,0,1
3265.755068850541,72803.35391504376,42,0,0,0
6301.6839659997795,45001.52686492326,9,0,1,0
3991.7679905603004,36107.355048525904,44,0,0,0
9424.273022293997,9099.178183415792,37,0,0,1
7298.277143538765,2871.49123113694,10,0,1,0
7242.197211575851,11377.298046464517,2,0,0,0
7489.231999133555,3573.307742376736,14,1,0,1
4294.191213720657,25931.261924814946,28,0,0,0
7075.494848253916,29136.49539401058,16,0,0,0
2040.0994577581162,53814.8590928949,47,0,0,0
2676.1755069624164,11688.159623503994,48,0,0,0
573.4338164715024,2689.271099543126,41,0,0,0
348.6985741308476,46241.55338964808,1,1,0,1
5.929106330708235,6706.696435226256,37,0,0,0
7501.594158776083,58555.014433482895,28,0,0,0
5763.137399921824,3378.27439482986,41,0,1,1
5834.773220610111,37943.62013672843,38,1,0,1
5939.1029269768815,60496.770141089466,13,0,0,0
7237.53156088416,46512.742198956104,8,0,0,0
630.3140720838899,17708.81168377867,15,0,0,0
7051.982984511823,22119.92078247264,2,0,0,0
5596.141840611027,33203.52554089521,11,0,0,0
6066.60905937025,56329.68048432719,44,0,1,1
8731.609952209545,47490.95495732352,29,0,1,0
1145.597963153471,72069.7191645786,33,0,0,0
6135.541529129607,76923.01572372955,48,0,0,1
5175.125198563447,60730.89639037003,38,0,0,1
1922.525068311664,63657.53269926429,14,0,0,0
8645.834590573308,22860.43110834751,23,0,0,0
6394.177281473715,14249.789819060905,9,1,0,1
9289.99932999674,63378.62635949299,10,0,0,0
466.19385064750134,19030.573866219383,44,0,0,0
5731.018971216641,45728.2380989172,23,0,0,0
6960.556334236855,68748.58246708992,48,0,0,1
2240.785357444465,11288.748951190979,2,0,1,0
4089.286389538147,321.1971595519987,9,0,0,0
6974.528484393594,22282.88951150852,27,0,0,0
312.06189857055875,76637.52293163857,35,0,0,0
6092.47452843889,79359.10046232077,8,0,0,0
8073.2997603853655,15159.762734932645,4,0,0,0
6144.842215044423,62510.88952125977,28,0,0,0
4972.404283607171,80521.69072313177,29,0,0,0
132.60380799646282,28300.359930139766,33,0,0,0
9485.865166729694,23383.542640398202,11,1,1,1
8824.415167971489,18022.7708453766,34,0,0,1
8923.178883983219,60407.19382209156,16,0,0,0
9465.901380061694,828.8263198863699,27,0,0,0
5625.71642329036,49166.5802975838,10,0,0,0
439.9554026143903,47623.77940236015,33,0,0,0
5479.580565730733,44070.45581556213,23,0,0,0
7906.783540006367,84649.56463528927,8,0,0,0
4409.627918498033,49235.28470341791,48,0,0,0
970.5892283080132,83763.23110399643,25,0,0,0
1876.849074354698,24633.45864241053,1,0,0,0
9468.044278615125,79689.77921269416,6,0,0,0
6284.14446202658,76408.42264476935,14,0,0,0
9320.872350463696,50059.13976705652,45,0,0,1
9252.365129186526,18992.57457007485,33,0,1,1
2117.9754178683934,71444.7052518657,7,0,1,0
6710.488651330927,80074.40541430865,8,0,0,0
8770.166407449484,59303.343920753854,8,0,0,0
4807.544362337386,4582.897055235952,35,0,0,0
8927.72636861181,29068.249492923256,17,0,0,0
4060.4197266842116,11257.0562035146,16,0,0,0
1588.1532441176528,34587.322536681626,42,0,0,0
8613.937456285112,17734.74199594468,30,0,0,0
8354.318695484746,1788.9488815563348,24,0,0,0
2587.8112585641293,57528.954458432156,43,0,0,0
3123.934838621744,54646.13396241636,32,0,0,0
282.2608863666378,27358.046883521514,38,0,1,0
6835.891813778766,73646.23321145594,21,0,1,0
1297.609468340084,18967.256593100385,1,0,1,0
6942.425994125701,46945.66584874881,13,0,0,0
1846.2939281640304,42075.27821990306,39,0,0,0
5519.79640898264,76053.8667524808,35,0,0,1
896.2988894310148,81885.69623611911,17,0,0,0
8619.749424973314,37933.419936295366,32,0,1,1
1745.6927495453074,34149.06205919895,25,0,0,0
3948.895369747519,45344.748834009566,38,0,0,0
2867.9397798364553,54482.08219514283,16,0,0,0
9884.818904811205,31021.02208087874,13,0,0,0
2826.817664950936,20423.426394789978,36,0,1,0
1909.4555780099329,36535.32338675214,4,0,0,0
4656.095353407602,68118.71412865985,23,0,0,0
8078.816564181809,19356.933238751906,46,0,0,1
7267.828784574118,28867.704636904604,30,0,0,0
6573.645490152022,54781.11286054781,16,0,0,0
